,Rutas,NetoMN,NetoUSD,ImpuestoMN,ImpuestosUSD,TotalMN,TotalUSD,ComisionMN,ComisionUSD,EfectivoMN,EfectivoUSD,CuentaCorrienteMN,CuentaCorrienteUSD,Agencia,Gestion,Mes
10,LPB-VVI,367,0,86,0,453,0,0,0,0,0,453,0,LA PAZ AEROPUERTO,2020,1
13,LPB-VVI,367,0,86,0,453,0,0,0,0,0,453,0,LA PAZ CIUDAD,2020,1
16,LPB-VVI-LPB,77,0,15,0,92,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,1
19,LPB-VVI-LPB,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
22,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,LA PAZ AEROPUERTO,2020,1
24,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,LA PAZ AEROPUERTO,2020,1
26,LPB-VVI,286,0,71,0,357,0,0,0,357,0,0,0,OFICINA LPB ZONA SUR,2020,1
28,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ AEROPUERTO,2020,1
30,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,1
32,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ CIUDAD,2020,1
35,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
37,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,LA PAZ CIUDAD,2020,1
39,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,1
41,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
43,LPB-CBB,17,0,4,0,21,0,0,0,21,0,0,0,LA PAZ CIUDAD,2020,1
45,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
47,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,1
49,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
51,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,1
53,VVI-LPB,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,1
55,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
57,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
59,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
61,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
63,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
76,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,1
78,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,1
80,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,1
82,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
84,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ CIUDAD,2020,1
86,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
88,LPB-CIJ,487,0,109,0,596,0,0,0,596,0,0,0,OFICINA LPB ZONA SUR,2020,1
90,LPB-CBB-TJA,516,0,114,0,630,0,0,0,630,0,0,0,OFICINA LPB ZONA SUR,2020,1
92,TJA-BYC,186,0,36,0,222,0,0,0,0,0,222,0,OFICINA LPB ZONA SUR,2020,1
95,LPB-CBB,196,0,53,0,249,0,0,0,0,0,249,0,OFICINA LPB ZONA SUR,2020,1
98,LPB-CBB-TJA,283,0,70,0,353,0,0,0,0,0,353,0,OFICINA LPB ZONA SUR,2020,1
101,LPB-CBB-TJA,422,0,97,0,519,0,0,0,0,0,519,0,OFICINA LPB ZONA SUR,2020,1
104,LPB-CBB-TJA,422,0,97,0,519,0,0,0,0,0,519,0,OFICINA LPB ZONA SUR,2020,1
107,LPB-VVI-LPB,657,0,156,0,813,0,0,0,0,0,813,0,OFICINA LPB ZONA SUR,2020,1
110,LPB-VVI-LPB,657,0,156,0,813,0,0,0,0,0,813,0,LA PAZ AEROPUERTO,2020,1
113,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
115,LPB-CBB-SRE,72,0,13,0,85,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,1
118,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,LA PAZ AEROPUERTO,2020,1
120,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
122,LPB-CBB-LPB,484,0,123,0,607,0,0,0,607,0,0,0,LA PAZ CIUDAD,2020,1
124,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,1
126,LPB-CBB-LPB,484,0,123,0,607,0,0,0,607,0,0,0,OFICINA LPB ZONA SUR,2020,1
128,CBB-VVI,142,0,42,0,184,0,0,0,184,0,0,0,LA PAZ CIUDAD,2020,1
139,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,OFICINA LPB ZONA SUR,2020,1
141,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,1
143,LPB-CBB-TJA,457,0,103,0,560,0,0,0,560,0,0,0,LA PAZ CIUDAD,2020,1
145,LPB-CBB,72,0,13,0,85,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
151,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
153,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,1
155,LPB-VVI-LPB,657,0,156,0,813,0,0,0,813,0,0,0,OFICINA LPB ZONA SUR,2020,1
157,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
159,LPB-CBB,323,0,77,0,400,0,0,0,400,0,0,0,LA PAZ CIUDAD,2020,1
161,LPB-CBB,323,0,77,0,400,0,0,0,400,0,0,0,LA PAZ AEROPUERTO,2020,1
163,LPB-CBB,162,0,46,0,208,0,0,0,208,0,0,0,LA PAZ CIUDAD,2020,1
165,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
167,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
169,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
171,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ AEROPUERTO,2020,1
173,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
175,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
177,MAD-VVI-LPB-VVI-MAD,0,122.62,0,0,0,122.62,0,0,0,122.62,0,0,LA PAZ AEROPUERTO,2020,1
182,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
184,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,1
186,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
188,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,1
191,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
193,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
195,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,1
205,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,1
207,SRE-CBB-LPB,241,0,47,0,288,0,0,0,0,0,288,0,LA PAZ AEROPUERTO,2020,1
210,CBB-SRE-CBB-LPB,435,0,99,0,534,0,0,0,534,0,0,0,LA PAZ CIUDAD,2020,1
212,LPB-CBB-TJA,24,0,4,0,28,0,0,0,0,0,28,0,OFICINA LPB ZONA SUR,2020,1
217,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
219,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
221,LPB-CBB-TJA,163,0,31,0,194,0,0,0,0,0,194,0,LA PAZ CIUDAD,2020,1
226,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
228,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
230,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,1
235,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
237,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,1
239,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,OFICINA LPB ZONA SUR,2020,1
241,CBB-LPB,44,0,8,0,52,0,0,0,0,0,52,0,OFICINA LPB ZONA SUR,2020,1
246,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,1
248,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ AEROPUERTO,2020,1
250,LPB-CBB,81,0,15,0,96,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,1
253,MIA-VVI-LPB,0,33,0,4.93,0,37.93,0,0,263.99,0,0,0,LA PAZ CIUDAD,2020,1
257,LPB-CBB-SRE,415,0,95,0,510,0,0,0,510,0,0,0,OFICINA LPB ZONA SUR,2020,1
259,LPB-CBB-SRE,415,0,95,0,510,0,0,0,510,0,0,0,OFICINA LPB ZONA SUR,2020,1
261,LPB-CBB-SRE,216,0,57,0,273,0,0,0,273,0,0,0,LA PAZ AEROPUERTO,2020,1
271,LPB-CBB-SRE,278,0,68,0,346,0,0,0,346,0,0,0,OFICINA LPB ZONA SUR,2020,1
273,LPB-CBB-SRE,278,0,68,0,346,0,0,0,346,0,0,0,LA PAZ CIUDAD,2020,1
275,LPB-CBB,300,0,73,0,373,0,0,0,373,0,0,0,LA PAZ AEROPUERTO,2020,1
277,CBB-VVI,142,0,42,0,184,0,0,0,184,0,0,0,LA PAZ AEROPUERTO,2020,1
279,CBB-VVI,142,0,42,0,184,0,0,0,184,0,0,0,LA PAZ AEROPUERTO,2020,1
281,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
283,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,1
285,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
287,LPB-VVI-LPB,734,0,171,0,905,0,0,0,905,0,0,0,LA PAZ AEROPUERTO,2020,1
289,LPB-VVI-LPB,734,0,171,0,905,0,0,0,905,0,0,0,LA PAZ CIUDAD,2020,1
291,LPB-CBB,202,0,55,0,257,0,0,0,0,0,257,0,LA PAZ CIUDAD,2020,1
294,LPB-CBB,202,0,55,0,257,0,0,0,0,0,257,0,LA PAZ CIUDAD,2020,1
297,LPB-VVI,3,0,16,0,19,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
300,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ AEROPUERTO,2020,1
302,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ CIUDAD,2020,1
304,LPB-CBB,72,0,13,0,85,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
307,LPB-VVI-LPB,818,0,187,0,1005,0,0,0,1005,0,0,0,LA PAZ CIUDAD,2020,1
309,LPB-VVI-LPB,818,0,187,0,1005,0,0,0,1005,0,0,0,LA PAZ AEROPUERTO,2020,1
311,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
313,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,LA PAZ AEROPUERTO,2020,1
315,LPB-CBB-TJA,422,0,97,0,519,0,0,0,0,0,519,0,OFICINA LPB ZONA SUR,2020,1
318,CBB-LPB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ AEROPUERTO,2020,1
320,CBB-LPB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ AEROPUERTO,2020,1
322,CBB-LPB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,1
324,CBB-LPB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ CIUDAD,2020,1
326,LPB-CBB,109,0,21,0,130,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,1
337,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
339,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,OFICINA LPB ZONA SUR,2020,1
341,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,1
343,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,1
345,LPB-CBB,135,0,41,0,176,0,0,0,176,0,0,0,OFICINA LPB ZONA SUR,2020,1
347,LPB-CBB,20,0,5,0,25,0,0,0,25,0,0,0,LA PAZ CIUDAD,2020,1
349,LPB-CBB,300,0,73,0,373,0,0,0,373,0,0,0,OFICINA LPB ZONA SUR,2020,1
351,LPB-CIJ,408,0,94,0,502,0,0,0,502,0,0,0,LA PAZ CIUDAD,2020,1
353,LPB-CIJ,408,0,94,0,502,0,0,0,502,0,0,0,OFICINA LPB ZONA SUR,2020,1
358,LPB-CBB-TJA-CBB-LPB,1288,0,262,0,1550,0,0,0,0,0,1550,0,LA PAZ CIUDAD,2020,1
362,LPB-CBB-TJA-CBB-LPB,1288,0,262,0,1550,0,0,0,0,0,1550,0,OFICINA LPB ZONA SUR,2020,1
369,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
371,LPB-VVI,149,0,28,0,177,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,1
374,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
376,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,1
379,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
382,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
387,LPB-CBB,323,0,77,0,400,0,0,0,400,0,0,0,LA PAZ AEROPUERTO,2020,1
389,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
391,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
393,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
403,LPB-CBB-LPB,493,0,125,0,618,0,0,0,618,0,0,0,OFICINA LPB ZONA SUR,2020,1
405,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,1
407,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
409,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ AEROPUERTO,2020,1
411,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
413,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,1
415,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
417,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
419,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
421,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
423,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ CIUDAD,2020,1
427,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,1
429,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,1
431,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
433,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
435,LPB-CBB,279,0,69,0,348,0,0,0,348,0,0,0,LA PAZ AEROPUERTO,2020,1
437,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
439,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,1
441,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,1
443,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
445,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ AEROPUERTO,2020,1
447,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,OFICINA LPB ZONA SUR,2020,1
449,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ AEROPUERTO,2020,1
451,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
453,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
455,LPB-VVI,29,0,6,0,35,0,0,0,35,0,0,0,OFICINA LPB ZONA SUR,2020,1
457,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
459,LPB-CBB,242,0,62,0,304,0,0,0,0,0,304,0,LA PAZ CIUDAD,2020,1
470,LPB-CBB,242,0,62,0,304,0,0,0,0,0,304,0,LA PAZ CIUDAD,2020,1
473,LPB-CBB,242,0,62,0,304,0,0,0,0,0,304,0,LA PAZ AEROPUERTO,2020,1
476,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ AEROPUERTO,2020,1
479,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ CIUDAD,2020,1
482,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,1
484,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
486,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,1
488,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
490,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
492,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,1
494,LPB-CBB-LPB,37,0,7,0,44,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
497,LPB-CBB-LPB,37,0,7,0,44,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,1
500,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
502,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
504,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,1
506,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,1
508,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,1
510,LPB-CBB,126,0,40,0,166,0,0,0,166,0,0,0,LA PAZ CIUDAD,2020,1
512,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
514,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
516,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,1
518,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,1
520,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,1
522,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ AEROPUERTO,2020,1
524,LPB-VVI,29,0,6,0,35,0,0,0,35,0,0,0,LA PAZ CIUDAD,2020,1
537,LPB-CBB-LPB,12,0,3,0,15,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,1
540,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ AEROPUERTO,2020,1
543,CBB-VVI,128,0,40,0,168,0,0,0,168,0,0,0,LA PAZ AEROPUERTO,2020,1
545,CBB-VVI,128,0,40,0,168,0,0,0,168,0,0,0,LA PAZ CIUDAD,2020,1
547,CBB-VVI,142,0,42,0,184,0,0,0,184,0,0,0,LA PAZ AEROPUERTO,2020,2
549,LPB-CBB-LPB,382,0,104,0,486,0,0,0,486,0,0,0,OFICINA LPB ZONA SUR,2020,2
551,LPB-CBB-LPB,280,0,84,0,364,0,0,0,0,0,364,0,LA PAZ CIUDAD,2020,2
554,LPB-CBB-LPB,280,0,84,0,364,0,0,0,0,0,364,0,OFICINA LPB ZONA SUR,2020,2
557,LPB-CBB-LPB,280,0,84,0,364,0,0,0,364,0,0,0,OFICINA LPB ZONA SUR,2020,2
559,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ AEROPUERTO,2020,2
561,VVI-LPB,367,0,86,0,453,0,0,0,0,0,453,0,LA PAZ CIUDAD,2020,2
564,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
566,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,2
568,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,2
571,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,2
573,LPB-CBB-SRE,118,0,22,0,140,0,0,0,0,0,140,0,OFICINA LPB ZONA SUR,2020,2
578,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
580,LPB-VVI-EZE,0,16,0,7.82,0,23.82,0,0,165.79,0,0,0,LA PAZ CIUDAD,2020,2
584,LPB-CBB-TJA,63,0,12,0,75,0,0,0,0,0,75,0,LA PAZ CIUDAD,2020,2
589,LPB-CBB-TJA,63,0,12,0,75,0,0,0,0,0,75,0,LA PAZ AEROPUERTO,2020,2
602,LPB-CBB-TJA,63,0,12,0,75,0,0,0,0,0,75,0,LA PAZ CIUDAD,2020,2
607,LPB-VVI-EZE,0,13.39,0,0,0,13.39,0,0,93.19,0,0,0,LA PAZ CIUDAD,2020,2
611,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ CIUDAD,2020,2
614,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ AEROPUERTO,2020,2
617,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ AEROPUERTO,2020,2
620,LPB-CBB,133,0,41,0,174,0,0,0,0,0,174,0,LA PAZ AEROPUERTO,2020,2
623,LPB-CBB,17,0,4,0,21,0,0,0,0,0,21,0,LA PAZ CIUDAD,2020,2
626,LPB-VVI-LPB,58,0,11,0,69,0,0,0,69,0,0,0,LA PAZ CIUDAD,2020,2
628,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
630,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
632,LPB-VVI-SRE,486,0,109,0,595,0,0,0,595,0,0,0,OFICINA LPB ZONA SUR,2020,2
634,LPB-VVI-SRE,49,0,10,0,59,0,0,0,59,0,0,0,OFICINA LPB ZONA SUR,2020,2
636,LPB-VVI-SRE,486,0,109,0,595,0,0,0,595,0,0,0,LA PAZ AEROPUERTO,2020,2
638,LPB-VVI-SRE,414,0,94,0,508,0,0,0,508,0,0,0,OFICINA LPB ZONA SUR,2020,2
640,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
642,LPB-VVI-SRE,486,0,109,0,595,0,0,0,595,0,0,0,OFICINA LPB ZONA SUR,2020,2
644,LPB-VVI-SRE,486,0,109,0,595,0,0,0,595,0,0,0,LA PAZ CIUDAD,2020,2
646,LPB-VVI-SRE,486,0,109,0,595,0,0,0,595,0,0,0,LA PAZ CIUDAD,2020,2
648,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
650,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
652,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
654,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
656,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,2
658,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,2
669,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,2
673,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
675,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
677,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
679,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,2
681,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
683,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,2
685,LPB-CBB,135,0,41,0,176,0,0,0,176,0,0,0,OFICINA LPB ZONA SUR,2020,2
687,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
689,LPB-CIJ,79,0,15,0,94,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,2
692,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
697,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
699,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
701,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
703,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
